"id_proposta_vda_monitorada","cliente","descricao_proposta","situacao_proposta","data_proposta","usuario","vlr_proposta"
43103,23047,NEGOCIAÃ├O MAPEX,R,2025-02-26 14:50:00.000,131656,1.00
43104,148658,PROPOSTA FEVEREIRO,A,2025-02-27 11:10:00.000,172650,29275.31
43105,863113,PROMOCAO FAIXA REDE - 20%,A,2025-02-27 14:47:00.000,172650,5048.28
43106,444460,NEGOCIAÃ├O BONIFICAÃ├O DENTIL,R,2025-02-27 17:27:00.000,166082,10201.24
43107,792305,PROPOSTA PILHAS,R,2025-02-28 10:18:00.000,172650,1.00
43108,131762,INTRODUÃ├O ISACARE E DENTIL CREME KIDS,R,2025-02-28 10:40:00.000,166082,0.10
43109,177169,CONTRATO ATENDIMENTO,R,2025-02-28 11:00:00.000,172650,1.00
43110,842346,INTRODUÃ├O TRIM,A,2025-02-28 14:57:00.000,131656,16339.23
43111,526508,REPOSIÃ├O MAPEX,A,2025-02-28 20:14:00.000,172114,11020.47
43112,93207,PROPOSTA INTRODUCAO PILHAS STARLUX,R,2025-03-01 10:23:00.000,151662,1.00
43113,781071,INTRODUÃ├O CIMED,R,2025-03-01 11:26:00.000,166082,0.10
43114,158193,REPOSIÃ├O NEGOCIAÃ├O MARCAS ARCOM,R,2025-03-05 14:34:00.000,166082,0.10
43115,752726,REPOSIÃ├O NEGOCIAÃ├O MARCAS ARCOM,A,2025-03-05 14:36:00.000,166082,427.50
43116,83556,PROPOSTA INTRODUÃ├O PILHAS STARLUX ENERGY,R,2025-03-05 14:45:00.000,151662,1.00
43117,839042,NEGOCIAÃ├O MAPEX,R,2025-03-05 15:56:00.000,131656,1.00
43118,509884,INTRODUÃ├O STARLUX ENERGY,R,2025-03-05 17:03:00.000,172650,1.00
43119,643228,"ROBERTA - STARLUX ENERGY R$: 9.050,90",A,2025-03-05 17:12:00.000,172114,20023.80
43120,806326,DUCHAS TABELA FIXA,A,2025-03-05 19:50:00.000,172650,1.00
43121,622320,AÃOES MARÃO SUPERMAXI,R,2025-03-05 20:11:00.000,172650,1.00
43122,742606,INTRODUÃ├O STARLUX ENERGY,R,2025-03-05 20:58:00.000,172650,1.00
43123,622320,"ANDRESSA - INTRODUÃ├O STARLUX ENERGY - R$24.367,46",A,2025-03-06 09:24:00.000,172650,40957.41
43124,22409,NEGOCIAÃ├O MAPEX,R,2025-03-06 10:09:00.000,131656,1.00
43125,88453,REPOSIÃ├O MARÃO - TV,A,2025-03-06 10:34:00.000,172650,15029.60
43126,829565,ANDRESSA PROPOSTA STARLUX ENERGY - R$,R,2025-03-06 10:55:00.000,172650,1.00
43127,751176,KARINA  INTRODUÃ├O CIMED /  STARCHOOL / TRIM  /  CARMED,R,2025-03-06 13:58:00.000,158188,58600.00
43128,187958,NEGOCIAÃ├O MAPEX,A,2025-03-06 16:37:00.000,131656,7230.73
43129,74729,KARINA INTRODUÃ├O STARSCHOOL,R,2025-03-06 17:18:00.000,158188,18000.00
43130,993920,GISLENE- PROPOSTA TRIM - R$,R,2025-03-07 10:50:00.000,131656,1.00
43131,799893,GISLENE- PROPOSTA CARMED - R$,R,2025-03-07 14:46:00.000,131656,1.00
43132,848238,GISLENE- PROPOSTA CARMED - R$,A,2025-03-07 14:48:00.000,131656,6810.24
43133,979194,GISLENE- PROPOSTA CARMED - R$,R,2025-03-07 15:06:00.000,131656,1.00
43134,873329,"CARLOS VAZ - PROPOSTA CIMED R$ 25.344,00",A,2025-03-07 15:45:00.000,166082,25344.00
43135,353785,GISLENE- PROPOSTA CARMED - R$,R,2025-03-07 16:34:00.000,131656,1.00
43136,898091,GISLENE- PROPOSTA CARMED - R$,R,2025-03-07 17:03:00.000,131656,1.00
43137,898176,GISLENE- PROPOSTA CARMED - R$,R,2025-03-07 17:05:00.000,131656,1.00
43138,835237,GISLENE- PROPOSTA CARMED - R$,A,2025-03-07 17:20:00.000,131656,36441.60
43139,10756,ANALISE CUSTO DROGALIDER MIX 2025,R,2025-03-10 09:26:00.000,172650,1.00
43140,887295,REAVALIAÃ├O 1299 - BAHAMAS,A,2025-03-10 11:02:00.000,172650,1.00
43141,96588,INTRODUÃ├O E REPOSIÃ├O MAPEX,A,2025-03-10 15:09:00.000,158188,13608.00
43142,752461,REPOSIÃ├O MARCAS ARCOM,A,2025-03-10 17:33:00.000,158188,1323.00
43143,824271,SELL OUT,R,2025-03-10 17:42:00.000,131656,1.00
43144,870026,NEGOCIAÃ├O MARCAS ARCOM,A,2025-03-11 08:45:00.000,172114,48337.42
43145,525537,REPOSIÃ├OáSTARSCHOOL,R,2025-03-11 08:45:00.000,172114,2682.96
43146,819018,GISLENE PROPOSTA CARMED,R,2025-03-11 15:44:00.000,131656,1.00
43147,153331,PROPOSTA TRABALHO DE CAMPO,A,2025-03-11 16:19:00.000,151662,8848.32
43148,507318,PROPOSTA  TRABALHO DE CAMPO,A,2025-03-11 16:46:00.000,151662,34762.80
43149,847636,GISLENE- PROPOSTA STARLUX ENERGY - R$,R,2025-03-11 18:50:00.000,131656,1.00
43150,847636,GISLENE- PROPOSTA CARMED - R$,R,2025-03-11 18:51:00.000,131656,1.00
43151,900108,ANDRESSA - PROPOSTA STARLUX ENERGY - R$,R,2025-03-12 15:12:00.000,172650,40000.00
43152,641576,PROPOSTA CASA DE MARCAS MARÃO,A,2025-03-12 17:19:00.000,172650,25086.11
43153,539626,GISLENE PROPOSTA STARLUX ENERGY R$,R,2025-03-12 18:16:00.000,131656,1.00
43154,981203,INTRODUÃ├O MAPEX,R,2025-03-13 09:37:00.000,158188,1.00
43155,105360,INTRODUÃ├O MAPEX,R,2025-03-13 11:08:00.000,158188,15000.00
43156,214017,GISLENE- PROPOSTA CARMED - R$,A,2025-03-13 20:17:00.000,131656,37035.00
43157,521891,GISLENE- PROPOSTA CARMED - R$,A,2025-03-13 20:18:00.000,131656,12269.40
43158,851473, GISLENE- PROPOSTA STARLUX ENERGY - R$,A,2025-03-13 20:22:00.000,131656,20370.26
43159,884852,"ANDRESSA - PROMO STARLUX ENERGY - R$ 6.091,62",A,2025-03-14 12:45:00.000,172650,6091.60
43160,799675,CONTRATO ATENDIMENTO 2%,R,2025-03-14 13:11:00.000,172650,1.00
43161,894359,PROPOSTA MAPEX,A,2025-03-14 13:59:00.000,172650,13201.79
43162,905502,"ANDRESSA - PROMO TRIM R$ 23.783,76",A,2025-03-14 14:45:00.000,172650,331738.75
43163,978352,NEGOCIAÃ├O - 20% FAIXA CLIENTE,A,2025-03-14 15:29:00.000,172650,12520.74
43164,910221,GISLENE- PROPOSTA CARMED - R$,R,2025-03-14 16:27:00.000,131656,1.00
43165,714719,PROPOSTA NIVEA,R,2025-03-14 17:19:00.000,172114,33789.60
43166,525788,INTRODUÃ├O STARLUX ENERGY,R,2025-03-14 17:20:00.000,172114,1.00
43167,60212,REPOSIÃ├O MAPEX,R,2025-03-14 17:21:00.000,172114,1.00
43168,714719,REPOSIÃ├O COTY,R,2025-03-14 17:22:00.000,172114,17978.40
43169,906906,PROPOSTA MOTO,A,2025-03-14 17:52:00.000,151662,18945.92
43170,140744,PROPOSTA MAPEX,R,2025-03-14 19:46:00.000,172650,1.00
43171,190767,REPOSICAO COTY,R,2025-03-15 09:25:00.000,151662,1.00
43172,624845,INTRODUÃ├O E REPOSIÃ├O MAPEX,A,2025-03-15 10:25:00.000,158188,1.00
43173,209771,NEGOCIAÃ├O MONITORADOS,A,2025-03-15 11:23:00.000,154815,20268.33
43174,624845,INTRODUÃ├O E REPOSIÃ├O MAPEX,R,2025-03-15 11:32:00.000,158188,1.00
43175,522144,"ROBERTA - PROPOSTA CARMED - R$: 9.881,68",A,2025-03-17 11:15:00.000,172114,12041.74
43176,718969,"ANDRESSA - PROMO STARSCHOOL R$ 24.634,40",A,2025-03-17 12:52:00.000,172650,24634.40
43177,379211,INTRODUÃ├O MARCAS ARCOM,A,2025-03-17 14:19:00.000,166082,598.80
43178,515235,"ROBERTA - PROPOSTA STARLUX ENERGY - R$: 8.000,00",R,2025-03-17 14:37:00.000,172114,1.00
43179,423088,INTRODUÃ├O MARCAS ARCOM DENTIL E CIMED,R,2025-03-17 16:49:00.000,166082,0.10
43180,560053,INTRODUÃ├O MARCAS ARCOM,A,2025-03-17 17:22:00.000,166082,2685.45
43181,204844,REPOSIÃ├O MARCAS ARCOM,A,2025-03-17 17:23:00.000,166082,850.71
43182,560325,INTRODUÃ├O STARLUX UD MARCAS ARCOM,R,2025-03-18 09:17:00.000,166082,0.10
43183,873453,INTRODUÃ├O CADERNOS CARMED,R,2025-03-18 21:40:00.000,172650,1.00
43184,890726,"INTROÃ├O STARLUX, STARSCHOOL, CROCKS E NUTRATA",R,2025-03-19 08:34:00.000,172650,1.00
43185,826485,NEGOCIAÃ├O MAPEX,A,2025-03-19 11:25:00.000,131656,46941.88
43186,870350,PROPOSTA COTY,A,2025-03-19 17:43:00.000,166082,2099.16
43187,643228,REPOSIÃ├O EVEREADY/ENERGIZER INTRODUÃ├O STARLUX ENERGY,R,2025-03-20 09:10:00.000,172114,1.00
43188,542501,GISLENE- PROPOSTA CARMED - R$,R,2025-03-20 10:56:00.000,131656,1.00
43189,175017,INTRODUÃ├O STARLUX ENERGY,A,2025-03-20 16:15:00.000,172114,1280.24
43190,732729,INTRODUÃ├O DENTIL,R,2025-03-20 16:22:00.000,166082,0.10
43191,516498,NEGOCIAÃ├O MARCAS ARCOM,A,2025-03-20 16:51:00.000,166082,8522.91
43192,698591,PROMOTOR REDE GIGA,R,2025-03-20 17:05:00.000,166082,0.10
43193,917928,INTRODUÃıES TRIM CIMED E REPOSIÃ├O COTY,A,2025-03-20 17:22:00.000,166082,3712.78
43194,581785,EDUARDO - PROPOSTA STARSCHOOL - R$XXXX/ PROPOSTA TRIM - R$XXXX/ PROPOSTA STARLUX ENERGY - R$XXXX,R,2025-03-21 09:13:00.000,175646,1.00
43195,749020,EDUARDO SOUSA - PROPOSTA CARMED - R$,R,2025-03-21 09:24:00.000,175646,1.00
43196,192718,PROPOSTA PILHAS,R,2025-03-22 09:13:00.000,131359,0.01
43197,781595,GISLENE- PROPOSTA CARMED - R$,R,2025-03-22 09:41:00.000,131656,1.00
43198,585191,GISLENE- PROPOSTA CARMED,R,2025-03-22 10:35:00.000,131656,1.00
43199,792097,INTRODUÃ├O STARLUX ENERGY,R,2025-03-22 11:02:00.000,158188,100000.00
43200,612558,"CARLOS VAZ - PROPOSTA CARMED - R$48.363,84",A,2025-03-24 09:45:00.000,166082,387753.78
43201,509421,INTRODUÃ├O MAPEX,E,2025-03-24 11:23:00.000,158188,1.00
43202,870026,NEGOCIAÃ├O PILHAS STARLUX ENERGY,A,2025-03-24 15:54:00.000,166082,2978.84
43203,556222,PROPOSTAS@ARCOM,A,2025-03-24 15:55:00.000,172650,17508.57
43204,563274,NEGOCIAÃ├O CROCKS,A,2025-03-24 16:44:00.000,131656,561.08
43205,644031,INTRODUÃ├O E REPOSÃ├O MAPEX,E,2025-03-24 16:52:00.000,158188,1.00
43206,905502,PROPOSTA CROCKS - 905502,E,2025-03-25 08:53:00.000,172650,23746.53
43207,905502,PROPOSTA BANANA BOAT - SELL OUT,E,2025-03-25 09:11:00.000,172650,1.00
43208,904555,PROPOSTA GAROTO - COMMODITIES,E,2025-03-25 09:30:00.000,172650,1.00
43209,779824,REPOSICAO / INTRODUCAO,E,2025-03-25 09:55:00.000,151662,1.00
43210,158025,"CARLOS VAZ - PROPOSTA CIMED - R$32.999,04",A,2025-03-25 11:34:00.000,166082,32999.04
43211,145655,NEGOCIAÃ├O GARANTIA DE PREÃO,A,2025-03-25 13:43:00.000,166082,0.10
43212,96588,REPOSICAO / INTRODUCAO,E,2025-03-25 15:07:00.000,151662,10562.00
43213,714719,PROPOSTA REPOSIÃ├O DUCHAS,A,2025-03-25 15:57:00.000,172114,97048.36
43214,715792,CONTRATO SUPERMAXI - LOJA TOCANTINS,A,2025-03-25 16:45:00.000,172650,0.01
43215,644031,REPOSICAO MAPEX,A,2025-03-25 17:27:00.000,151662,13797.68
43216,148658,PROPOSTA LEAL - LOJA INAUGURAÃ├O,E,2025-03-26 13:38:00.000,172650,1.00
43217,912200,NEGOCIAÃ├O MARCAS ARCOM,A,2025-03-26 14:13:00.000,166082,18930.29
43218,692858,PEDIDO REPOSIÃ├O BBOAT,A,2025-03-26 14:16:00.000,175646,52851.36
43219,444460,NEGOCIAÃ├O MARCAS ARCOM,E,2025-03-26 14:29:00.000,166082,0.10
43220,212661,PROPOSTA MAPEX INTRODUCAO CARMED,A,2025-03-26 15:17:00.000,151662,3800.00
43221,586762,REPOSICAO / INTRODUCAO,E,2025-03-26 16:38:00.000,151662,2500.00
43222,146648,REPOSICAO COTY,A,2025-03-26 17:15:00.000,151662,19608.80
43223,752427,"CARLOS VAZ - PROPOSTA CIMED - R$5.000,00",E,2025-03-26 17:20:00.000,166082,0.10
43224,23022,INTRODUÃ├O MARCAS ARCOM,A,2025-03-26 17:42:00.000,158188,40084.99
43225,844544,"CARLOS VAZ - PROPOSTA CARMED - R$8.000,00",E,2025-03-27 12:29:00.000,166082,0.10
43226,898176,NEGOCIAÃ├O MAPEX,R,2025-03-27 17:13:00.000,131656,1.00
43227,870026,NEGOCIAÃ├O MARCAS ARCOM,A,2025-03-28 09:26:00.000,166082,18297.96
43228,131762,"CARLOS VAZ - PROPOSTA  STARLUX ENERGY E TRIM - R$16.000,00",E,2025-03-28 10:12:00.000,166082,0.10
43229,550853,"CARLOS VAZ - PROPOSTA CIMED E CARMED - R$13.000,00",E,2025-03-28 11:50:00.000,166082,0.10
43230,213347,INTRODUÃ├O STAROFFICE,A,2025-03-28 14:57:00.000,166082,353.81
43231,546462,REPOSIÃ├O MARCAS ARCOM,A,2025-03-28 17:48:00.000,166082,8061.72
43232,841765,PAGAMENTO DROGAMARYS,A,2025-03-29 11:18:00.000,158188,10000.00
43233,101220,NEGOCIAÃıES MARCAS ARCOM,A,2025-03-29 11:33:00.000,166082,8871.20
43234,987158,INTRODUÃ├O MARCAS ARCOM,E,2025-03-31 14:34:00.000,166082,30000.00
43235,211532,INAUGURAÃ├O LOJAS REDE - 211532,A,2025-03-31 15:59:00.000,172650,9368.88
43236,134559,NEGOCIAÃ├O REPOSIÃ├O COTY,A,2025-03-31 17:04:00.000,166082,9693.60
43237,992435,INTRODUÃ├O STARLUX ENERGY DENTIL E CIMED,E,2025-04-02 10:53:00.000,166082,0.10
43238,983223,REPOSICAO MAPEX,A,2025-04-02 11:16:00.000,151662,16541.70
43239,718969,INTRODUÃ├O ISAKIDS,E,2025-04-03 09:52:00.000,172650,20000.00
43240,792305,PROPOSTA SELL OUT ENERGIZER,E,2025-04-03 10:15:00.000,172650,50000.00
43241,10756,INTRODUÃ├O ENERGY / CROCKS / ISAKIDS,E,2025-04-03 13:25:00.000,172650,10000.00
43242,919162,SEGREGADOS S├O JOAO - MARÃO,E,2025-04-03 13:44:00.000,172650,1.00
43243,820021,INTRODUÃ├O MARCAS ARCOM,E,2025-04-04 09:27:00.000,158188,1.00
43244,831112,INTRODUÃ├O STARSCHOOL,E,2025-04-04 10:48:00.000,166082,0.10
43245,638049,REPOSICAO MAPEX,E,2025-04-04 17:18:00.000,151662,1.00
43246,931731,INTRODUÃ├O E REPOSIÃ├O MARCAS ARCOM,A,2025-04-05 09:36:00.000,158188,8472.29
43247,146748,NEGOCIAÃ├O MARCAS ARCOM,E,2025-04-07 17:00:00.000,166082,30301.20
43248,977817,INTRODUÃ├O STARLUX ENERGY CROCKS ISAKIDS TRIM,A,2025-04-07 17:56:00.000,166082,26560.04
43249,742606,NEGOCIAÃ├O MAPEX,E,2025-04-08 15:46:00.000,131656,1.00
43250,904555,INTRODUÃ├O SONIC - SUBS. BOB ESPONJA,A,2025-04-08 17:00:00.000,172650,6321.00
43251,216542,INAUGURAÃ├O LOJA - 216542,A,2025-04-08 17:01:00.000,172650,5729.80
43252,638049,REPOSICAO MAPEX,E,2025-04-08 17:26:00.000,151662,1.00
43253,547575,REPOSIÃ├O / INTRODUÃ├O ISACARE E TRIM,E,2025-04-09 11:11:00.000,175646,7200.00
43254,150171,PROPOSTAÃ├O AÃ├O DE SELLOUT,E,2025-04-09 14:46:00.000,166082,15000.00
43255,863584,INTRODUÃ├O CIMED ORAL CARE,A,2025-04-09 15:50:00.000,166082,15443.88
43256,896203,CAMPANHA HYPER SAUDE,A,2025-04-09 16:27:00.000,154815,1447.00
43257,162011,REPOSIÃ├O MAPEX E TRADICIONAIS,E,2025-04-10 08:36:00.000,175646,15717.53
43258,548996,PROPOSTA INTRODUÃ├O STARLUX ENERGY / CADERNO CARMED / DENTIL,E,2025-04-10 08:44:00.000,175646,60000.00
43259,937007,REPOSIÃ├O MAPEX DESCONTO 8% BOLETO,E,2025-04-10 10:52:00.000,175646,40000.00
43260,920180,NEGOCIAÃ├O MARCAS ARCOM,E,2025-04-10 11:47:00.000,166082,20000.00
43261,87556,NEGOCIAÃ├O FLAVIO RAMOS,E,2025-04-10 13:52:00.000,154815,1.00
43262,87556,INTRODUÃ├O STARLUX ENERGY,E,2025-04-10 14:25:00.000,165449,1.00
43263,846317,PEDIDO REPOSICAO TRIM GERENCIAL,A,2025-04-10 17:41:00.000,151662,4965.00
43264,82586,ENXOVAL LOJA NOVA - SEGISMUNDO E MARILEUSA,E,2025-04-10 21:33:00.000,172650,14079.00
43265,919162,CALENDARIO PROMOCIONAL MAIO,E,2025-04-10 21:44:00.000,172650,1.00
43266,11371,"GISLENE PROPOSTA INTRODUÃ├O CARMED - R$8.049,24",A,2025-04-11 09:55:00.000,131656,8049.24
43267,32629,REPOSICAO MAPEX UNIFICACAO BRINDE,A,2025-04-11 17:16:00.000,151662,24022.79
43268,891209,PROPOSTA COTY,E,2025-04-11 17:17:00.000,166082,0.10
43269,819018,INTRODUÃ├O STARLUX ENERGY,E,2025-04-11 17:33:00.000,131656,1.00
43270,706443,AÃ├O SELLOUT BANANA BOAT,E,2025-04-11 17:39:00.000,166082,0.10
43271,148658,NEGOCIAÃ├O MAPEX ABERTURA DE LOJA,E,2025-04-12 09:10:00.000,131656,1.00
43272,148658,INTRODUÃ├O FRALDA,E,2025-04-12 09:33:00.000,131656,1.00
43273,842865,REPOSICAO MAPEX COTY 50% BONIF,A,2025-04-12 11:14:00.000,151662,13122.00
43274,983823,INTRODUÃ├O E REPOSIÃ├O MARCAS ARCOM,E,2025-04-14 09:14:00.000,158188,1.00
43275,509268,PROPOSTA REBAIXA TOALHINHAS - BH,E,2025-04-14 11:28:00.000,172650,1.00
43276,51866,"PROPOSTA TV""S 32""",A,2025-04-14 17:01:00.000,175646,42135.97
43277,870026,REPOSICAO MAPEX,A,2025-04-14 17:26:00.000,151662,50433.38
43278,929309,INTRODUÃ├O CARMED PROPECÃ├O,E,2025-04-14 17:33:00.000,158188,6500.00
43279,148658,GISLENE PROPOSTA INTRODUÃ├O CARMED,E,2025-04-15 11:16:00.000,131656,1.00
43280,10756,GISLENE PROPOSTA INTRODUÃ├O STARLUX ENERGY,E,2025-04-15 11:20:00.000,131656,1.00
43281,742606,GISLENE PROPOSTA INTRODUÃ├O STARLUX ENERGY - R$,E,2025-04-15 11:28:00.000,131656,1.00
43282,622320,GISLENE PROPOSTA INTRODUÃ├O CARMED - R$,E,2025-04-15 11:47:00.000,131656,1.00
43283,819018,"GISLENE PROPOSTA INTRODUÃ├O STARLUX ENERGY - R$18.715,50",A,2025-04-15 16:40:00.000,131656,18715.50
43284,972704,"KARINA INTRODUÃ├O CARMED R$17.000,00",R,2025-04-16 09:34:00.000,158188,1.00
43285,930666,"KARINA INTRODUÃ├O CAMED / DENTIL R$15.000,00",E,2025-04-16 09:58:00.000,158188,1.00
43286,887295,PROPOSTA STARLUX ENERGY,E,2025-04-16 15:36:00.000,172650,1.00
43287,661941,REPOSIÃ├O MAPEX (COTY / DENTIL),E,2025-04-16 17:03:00.000,175646,13461.00
43288,834260,NEGOCIAÃ├O MAPEX,E,2025-04-16 17:46:00.000,131656,1.00
43289,837944,REPOSICAO MAPEX,E,2025-04-16 17:51:00.000,151662,1.00
43290,905502,ANDRESSA PROPOSTA INTRODUÃ├OáDENTILá-áR$,E,2025-04-17 09:01:00.000,172650,20000.00
43291,146619,NOME PROPOSTA INTRODUÃ├O STARLUX ENERGY - R$ / DENTIL - R$,E,2025-04-17 10:08:00.000,175646,20800.00
43292,785606,"KARINA INTRODUÃ├O CARMED  R$6.000,00",E,2025-04-17 10:08:00.000,158188,1.00
43293,510800,GISLENE PROPOSTA INTRODUÃ├O CARMED- R$,E,2025-04-17 11:01:00.000,131656,1.00
43294,972704,"GISLENE PROPOSTA INTRODUÃ├O CARMED- R$15.300,00",A,2025-04-17 14:59:00.000,131656,15300.00
43295,127673,MELISSA - EM CONTATO COM SR. JORGE ISACARE (DESODORANTES); LINHA CROCKS;,E,2025-04-17 15:09:00.000,175679,1.00
43296,59354,"KARINA INTRODUÃ├O DENTIL/ TRIM / STARLUX ENERGY R$7.500,00",E,2025-04-17 16:57:00.000,158188,1.00
43297,846317,REPOSIÃ├O TRIM E DENTIL,E,2025-04-17 17:13:00.000,175646,1300.00
43298,122528,MELISSA - INTRODUÃ├O PRODUTOS CARMED - TRIM - DENTIL - STARLUX ENERGY;,E,2025-04-17 17:30:00.000,175679,1.00
43299,527340,REPOSICAO MAPEX,E,2025-04-22 11:25:00.000,151662,1.00
43300,641576,GISLENE PROPOSTA INTRODUÃ├O CARMED- R$,E,2025-04-22 21:13:00.000,131656,1.00
43301,919162,INTRODUÃ├O DENTIL,E,2025-04-23 10:39:00.000,172650,1.00
43302,933420,REPOSIÃ├O COTY,E,2025-04-23 14:28:00.000,175646,3000.00
43303,219726,INTRODUÃ├O CROCKS/ DENTIL/ STARLUX ENERGY/ CARMED,E,2025-04-23 17:38:00.000,175646,30000.00
43304,977817,REPOSICAO MAPEX,E,2025-04-23 18:06:00.000,151662,1.00
